,ACCELERATION,ACCELERATION_PEDAL,ACCELERATION_Y,ACCELERATION_Z,BRAKE_PEDAL,CLUTCH_PEDAL,CURVE_RADIUS,DISTANCE,DISTANCE_TO_NEXT_INTERSECTION,DISTANCE_TO_NEXT_STOP_SIGNAL,DISTANCE_TO_NEXT_TRAFFIC_LIGHT_SIGNAL,DISTANCE_TO_NEXT_VEHICLE,DISTANCE_TO_NEXT_YIELD_SIGNAL,FAST_LANE,FOG,FOG_LIGHTS,FRONT_WIPERS,GEARBOX,HEADING,HEAD_LIGHTS,HORN,INDICATORS,INDICATORS_ON_INTERSECTION,LANE,LANE_LATERAL_SHIFT_CENTER,LANE_LATERAL_SHIFT_LEFT,LANE_LATERAL_SHIFT_RIGHT,LANE_WIDTH,RAIN,REAR_WIPERS,ROAD_ANGLE,SNOW,SPEED,SPEED_LIMIT,SPEED_NEXT_VEHICLE,SPEED_Y,SPEED_Z,STEERING_WHEEL
213,5.72E-05,0,-4.95E-05,0.000530563,400,1,99000,0.01872748,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570799177,2,0,0,0,5,0.02873268,-0.8678119,0.9252773,3.500089,0,0,90.07784,0,-1.94E-05,70,0,2.40E-06,-0.000271949,-0.06864779
214,5.48E-05,0,-3.61E-05,0.000508546,400,1,99000,0.018730496,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570799158,2,0,0,0,5,0.02873267,-0.8678119,0.9252772,3.500089,0,0,90.07784,0,-1.85E-05,70,0,1.71E-06,-0.000263385,-0.06864779
215,5.39E-05,0,-3.26E-05,0.000499302,400,1,99000,0.018732555,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570799156,2,0,0,0,5,0.02873267,-0.8678119,0.9252772,3.500089,0,0,90.07784,0,-1.81E-05,70,0,1.45E-06,-0.000259608,-0.06864779
216,4.89E-05,0,-2.88E-05,0.000489325,400,1,99000,0.018734583,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570799176,2,0,0,0,5,0.02873279,-0.8678118,0.9252774,3.500089,0,0,90.07784,0,-1.78E-05,70,0,7.32E-07,-0.000255924,-0.06883954
217,5.05E-05,0,8.47E-05,0.000480607,400,1,99000,0.018737568,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570799225,2,0,0,0,5,0.02873279,-0.8678118,0.9252774,3.500089,0,0,90.07784,0,-1.75E-05,70,0,2.73E-08,-0.00025206,-0.06903129
218,5.15E-05,0,2.86E-05,0.000473033,400,1,99000,0.018740004,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570799298,2,0,0,0,5,0.02873279,-0.8678118,0.9252774,3.500089,0,0,90.07784,0,-1.71E-05,70,0,-1.62E-08,-0.000248265,-0.06922305
219,5.48E-05,0,0.000116039,0.00046081,400,1,99000,0.018742393,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570799467,2,0,0,0,5,0.02873277,-0.8678118,0.9252774,3.500089,0,0,90.07784,0,-1.64E-05,70,0,-3.40E-07,-0.000240819,-0.06960656
220,3.25E-05,0,-0.000109957,0.000444691,400,1,99000,0.018744738,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570799569,2,0,0,0,5,0.02873277,-0.8678118,0.9252774,3.500089,0,0,90.07784,0,-1.61E-05,70,0,-4.96E-07,-0.000237175,-0.06999006
221,3.59E-05,0,-4.21E-05,0.000448827,400,1,99000,0.018747038,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570799686,2,0,0,0,5,0.02873277,-0.8678118,0.9252774,3.500089,0,0,90.07784,0,-1.57E-05,70,0,-6.69E-07,-0.000233576,-0.07018182
222,5.40E-05,0,0.000123289,0.000441118,400,1,99000,0.018749293,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570799937,2,0,0,0,5,0.02873227,-0.8678123,0.9252769,3.500089,0,0,90.07784,0,-1.50E-05,70,0,-4.52E-08,-0.00022648,-0.07075708
223,5.90E-05,0,8.21E-05,0.00044054,400,1,99000,0.018751504,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800034,2,0,0,0,5,0.02873227,-0.8678123,0.9252769,3.500089,0,0,90.07784,0,-1.45E-05,70,0,7.33E-07,-0.00022295,-0.07075708
224,2.92E-05,0,-0.000119278,0.00042117,400,1,99000,0.018754101,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800124,2,0,0,0,5,0.02873165,-0.8678129,0.9252762,3.500089,0,0,90.07784,0,-1.42E-05,70,0,3.20E-07,-0.000219483,-0.07114058
225,4.04E-05,0,2.23E-05,0.000409877,400,1,99000,0.018755799,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800358,2,0,0,0,5,0.02873165,-0.8678129,0.9252762,3.500089,0,0,90.07784,0,-1.36E-05,70,0,4.09E-07,-0.0002127,-0.07152409
226,5.44E-05,0,0.000155002,0.000414387,400,1,99000,0.018757884,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800486,2,0,0,0,5,0.02873165,-0.8678129,0.9252762,3.500089,0,0,90.07784,0,-1.33E-05,70,0,6.39E-07,-0.000209388,-0.07171585
227,4.68E-05,0,6.57E-05,0.0004094,400,1,99000,0.018759927,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800591,2,0,0,0,5,0.02873112,-0.8678135,0.9252757,3.500089,0,0,90.07784,0,-1.30E-05,70,0,1.04E-06,-0.000206102,-0.07190759
228,4.57E-05,0,0.000108918,0.000402324,400,1,99000,0.018762129,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800688,2,0,0,0,5,0.02873112,-0.8678135,0.9252757,3.500089,0,0,90.07784,0,-1.26E-05,70,0,1.08E-06,-0.000202866,-0.07209935
229,4.55E-05,0,7.96E-05,0.000387397,400,1,99000,0.018764477,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800845,2,0,0,0,5,0.0287303,-0.8678143,0.9252749,3.500089,0,0,90.07784,0,-1.19E-05,70,0,1.62E-06,-0.000196151,-0.07229111
230,4.44E-05,0,3.28E-05,0.000381469,400,1,99000,0.018766011,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.5708009,2,0,0,0,5,0.0287303,-0.8678143,0.9252749,3.500089,0,0,90.07784,0,-1.16E-05,70,0,2.02E-06,-0.000193072,-0.07229111
231,4.09E-05,0,7.79E-06,0.00037293,400,1,99000,0.018767709,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800932,2,0,0,0,5,0.0287303,-0.8678143,0.9252749,3.500089,0,0,90.07784,0,-1.12E-05,70,0,2.17E-06,-0.000190056,-0.07229111
232,3.79E-05,0,-7.79E-06,0.000364703,400,1,99000,0.018769193,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800949,2,0,0,0,5,0.02872998,-0.8678146,0.9252746,3.500089,0,0,90.07784,0,-1.09E-05,70,0,2.16E-06,-0.000187292,-0.07229111
233,2.99E-05,0,-2.08E-05,0.0003553,400,1,99000,0.018771378,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800977,2,0,0,0,5,0.02872998,-0.8678146,0.9252746,3.500089,0,0,90.07784,0,-1.07E-05,70,0,1.56E-06,-0.000184612,-0.07248286
234,3.65E-05,0,7.29E-06,0.000349679,400,1,99000,0.01877316,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801014,2,0,0,0,5,0.02872998,-0.8678146,0.9252746,3.500089,0,0,90.07784,0,-1.04E-05,70,0,1.65E-06,-0.000181613,-0.07248286
235,3.30E-05,0,-1.71E-05,0.000335258,400,1,99000,0.018774908,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.57080105,2,0,0,0,5,0.02872998,-0.8678146,0.9252746,3.500089,0,0,90.07784,0,-9.89E-06,70,0,1.53E-06,-0.000176309,-0.07248286
236,3.20E-05,0,1.18E-05,0.000328228,400,1,99000,0.018776624,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801081,2,0,0,0,5,0.02872967,-0.8678149,0.9252743,3.500089,0,0,90.07784,0,-9.70E-06,70,0,1.00E-06,-0.000173681,-0.07267461
237,8.74E-06,0,-0.000145157,0.000313766,400,1,99000,0.018778308,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801138,2,0,0,0,5,0.02872967,-0.8678149,0.9252743,3.500089,0,0,90.07784,0,-9.26E-06,70,0,2.56E-07,-0.00016853,-0.07286637
238,8.74E-06,0,-0.000145157,0.000313766,400,1,99000,0.018779056,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801138,2,0,0,0,5,0.02872948,-0.8678151,0.9252741,3.500089,0,0,90.07784,0,-9.26E-06,70,0,2.56E-07,-0.00016853,-0.07286637
239,3.35E-05,0,1.75E-05,0.000311739,400,1,99000,0.018780775,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.5708012,2,0,0,0,5,0.02872948,-0.8678151,0.9252741,3.500089,0,0,90.07784,0,-8.95E-06,70,0,5.20E-07,-0.000165243,-0.07286637
240,2.92E-05,0,-9.88E-06,0.000299413,400,1,99000,0.018783173,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801254,2,0,0,0,5,0.02872948,-0.8678151,0.9252741,3.500089,0,0,90.07784,0,-8.27E-06,70,0,5.30E-07,-0.000158675,-0.07286637
241,2.82E-05,0,-1.21E-05,0.000296108,400,1,99000,0.018784812,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801261,2,0,0,0,5,0.02872948,-0.8678151,0.9252741,3.500089,0,0,90.07784,0,-8.10E-06,70,0,4.63E-07,-0.000156889,-0.07286637
242,2.70E-05,0,-1.35E-05,0.000291622,400,1,99000,0.018786343,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801269,2,0,0,0,5,0.02872932,-0.8678153,0.9252739,3.500089,0,0,90.07784,0,-7.87E-06,70,0,3.53E-07,-0.000154393,-0.07286637
243,2.61E-05,0,-1.35E-05,0.000287564,400,1,99000,0.018787621,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801275,2,0,0,0,5,0.02872932,-0.8678153,0.9252739,3.500089,0,0,90.07784,0,-7.65E-06,70,0,2.44E-07,-0.000152077,-0.07286637
244,2.52E-05,0,-1.27E-05,0.000283383,400,1,99000,0.018788585,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801281,2,0,0,0,5,0.02872909,-0.8678155,0.9252737,3.500089,0,0,90.07784,0,-7.44E-06,70,0,1.33E-07,-0.000149652,-0.07286637
245,2.44E-05,0,-1.16E-05,0.000279299,400,1,99000,0.018790765,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801286,2,0,0,0,5,0.02872909,-0.8678155,0.9252737,3.500089,0,0,90.07784,0,-7.22E-06,70,0,2.92E-08,-0.000147262,-0.07286637
246,2.11E-05,0,-6.69E-05,0.000270387,400,1,99000,0.018791902,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801236,2,0,0,0,5,0.02872909,-0.8678155,0.9252737,3.500089,0,0,90.07784,0,-6.77E-06,70,0,4.47E-07,-0.000143595,-0.07267461
247,1.88E-05,0,-5.25E-05,0.000269046,400,1,99000,0.018793577,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801207,2,0,0,0,5,0.02872904,-0.8678156,0.9252737,3.500089,0,0,90.07784,0,-6.63E-06,70,0,-1.78E-08,-0.000141569,-0.07267461
248,2.38E-05,0,-3.98E-05,0.000257274,400,1,99000,0.018794672,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801161,2,0,0,0,5,0.02872904,-0.8678156,0.9252737,3.500089,0,0,90.07784,0,-6.20E-06,70,0,4.01E-08,-0.000137094,-0.07248286
249,2.38E-05,0,-3.98E-05,0.000257274,400,1,99000,0.018795348,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801161,2,0,0,0,5,0.02872904,-0.8678156,0.9252737,3.500089,0,0,90.07784,0,-6.20E-06,70,0,4.01E-08,-0.000137094,-0.07248286
250,1.65E-05,0,-4.30E-05,0.000257317,400,1,99000,0.018797599,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801122,2,0,0,0,5,0.02872916,-0.8678154,0.9252737,3.500089,0,0,90.07784,0,-6.02E-06,70,0,-5.60E-07,-0.000134512,-0.07248286
251,1.80E-05,0,3.95E-05,0.000250026,400,1,99000,0.01879889,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801146,2,0,0,0,5,0.02872916,-0.8678154,0.9252737,3.500089,0,0,90.07784,0,-5.89E-06,70,0,-1.50E-06,-0.000130732,-0.07267461
252,2.03E-05,0,2.90E-05,0.000248301,400,1,99000,0.018800156,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.57080118,2,0,0,0,5,0.02872916,-0.8678154,0.9252737,3.500089,0,0,90.07784,0,-5.72E-06,70,0,-1.22E-06,-0.000128614,-0.07267461
253,2.49E-05,0,-4.75E-05,0.000239386,400,1,99000,0.018801398,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801182,2,0,0,0,5,0.02872916,-0.8678154,0.9252737,3.500089,0,0,90.07784,0,-5.47E-06,70,0,-3.31E-07,-0.000126793,-0.07248286
254,1.55E-05,0,-9.71E-06,0.000238115,400,1,99000,0.018801888,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801149,2,0,0,0,5,0.02872929,-0.8678153,0.9252739,3.500089,0,0,90.07784,0,-5.20E-06,70,0,-6.89E-07,-0.000122947,-0.07248286
255,1.55E-05,0,-9.71E-06,0.000238115,400,1,99000,0.018801888,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801149,2,0,0,0,5,0.02872929,-0.8678153,0.9252739,3.500089,0,0,90.07784,0,-5.20E-06,70,0,-6.89E-07,-0.000122947,-0.07248286
256,1.55E-05,0,-9.71E-06,0.000238115,400,1,99000,0.018804868,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801149,2,0,0,0,5,0.0287292,-0.8678154,0.9252738,3.500089,0,0,90.07784,0,-5.20E-06,70,0,-6.89E-07,-0.000122947,-0.07248286
257,3.46E-05,0,9.27E-05,0.000219924,400,1,99000,0.018806135,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570801089,2,0,0,0,5,0.0287292,-0.8678154,0.9252738,3.500089,0,0,90.07784,0,-4.66E-06,70,0,4.88E-07,-0.000117564,-0.07209935
258,2.75E-05,0,0.000127607,0.000201141,400,1,99000,0.018807264,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800947,2,0,0,0,5,0.0287292,-0.8678154,0.9252738,3.500089,0,0,90.07784,0,-4.31E-06,70,0,-1.33E-07,-0.000112245,-0.07171585
259,2.75E-05,0,0.000127607,0.000201141,400,1,99000,0.018808207,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800947,2,0,0,0,5,0.0287292,-0.8678154,0.9252738,3.500089,0,0,90.07784,0,-4.31E-06,70,0,-1.33E-07,-0.000112245,-0.07171585
260,3.12E-05,0,0.000161918,0.000197301,400,1,99000,0.01880946,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800899,2,0,0,0,5,0.02872921,-0.8678154,0.9252738,3.500089,0,0,90.07784,0,-4.18E-06,70,0,-5.05E-08,-0.000110581,-0.07152409
261,1.10E-05,0,-7.04E-05,0.000202401,400,1,99000,0.018810528,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800821,2,0,0,0,5,0.02872921,-0.8678154,0.9252738,3.500089,0,0,90.07784,0,-3.98E-06,70,0,1.54E-07,-0.000108959,-0.07152409
262,2.69E-05,0,6.82E-05,0.000195438,400,1,99000,0.018811576,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800684,2,0,0,0,5,0.02872921,-0.8678154,0.9252738,3.500089,0,0,90.07784,0,-3.76E-06,70,0,-5.41E-08,-0.000105762,-0.07114058
263,4.21E-06,0,-7.41E-05,0.000197932,400,1,99000,0.018812553,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800616,2,0,0,0,5,0.02872953,-0.8678151,0.9252741,3.500089,0,0,90.07784,0,-3.70E-06,70,0,-7.11E-07,-0.00010419,-0.07114058
264,1.01E-05,0,-4.57E-05,0.000192108,400,1,99000,0.018813614,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800545,2,0,0,0,5,0.02872953,-0.8678151,0.9252741,3.500089,0,0,90.07784,0,-3.55E-06,70,0,-5.14E-07,-0.000102655,-0.07094883
265,3.75E-06,0,-6.26E-05,0.000193085,400,1,99000,0.018814604,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800488,2,0,0,0,5,0.02872953,-0.8678151,0.9252741,3.500089,0,0,90.07784,0,-3.51E-06,70,0,-1.08E-06,-0.000101111,-0.07094883
266,5.43E-06,0,-7.18E-05,0.000184114,400,1,99000,0.018815576,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800409,2,0,0,0,5,0.02872997,-0.8678146,0.9252746,3.500089,0,0,90.07784,0,-3.32E-06,70,0,-1.07E-06,-9.81E-05,-0.07075708
267,4.90E-06,0,-3.41E-05,0.000185106,400,1,99000,0.018816718,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800371,2,0,0,0,5,0.02872997,-0.8678146,0.9252746,3.500089,0,0,90.07784,0,-3.28E-06,70,0,-1.44E-06,-9.66E-05,-0.07075708
268,6.56E-06,0,-8.78E-07,0.000179328,400,1,99000,0.018817465,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800341,2,0,0,0,5,0.02873036,-0.8678142,0.925275,3.500089,0,0,90.07784,0,-3.19E-06,70,0,-1.68E-06,-9.37E-05,-0.07075708
269,6.56E-06,0,-8.78E-07,0.000179328,400,1,99000,0.018818292,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800341,2,0,0,0,5,0.02873036,-0.8678142,0.925275,3.500089,0,0,90.07784,0,-3.19E-06,70,0,-1.68E-06,-9.37E-05,-0.07075708
270,7.94E-06,0,1.33E-05,0.000173003,400,1,99000,0.018819105,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800338,2,0,0,0,5,0.02873036,-0.8678142,0.925275,3.500089,0,0,90.07784,0,-3.07E-06,70,0,-1.56E-06,-9.07E-05,-0.07075708
271,8.15E-06,0,1.60E-05,0.000170463,400,1,99000,0.018820123,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800339,2,0,0,0,5,0.02873036,-0.8678142,0.925275,3.500089,0,0,90.07784,0,-3.01E-06,70,0,-1.45E-06,-8.95E-05,-0.07075708
272,8.24E-06,0,1.77E-05,0.000167593,400,1,99000,0.018820991,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.57080034,2,0,0,0,5,0.02873053,-0.8678141,0.9252751,3.500089,0,0,90.07784,0,-2.95E-06,70,0,-1.32E-06,-8.82E-05,-0.07075708
273,7.23E-06,0,-4.02E-05,0.000158512,400,1,99000,0.018821842,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800314,2,0,0,0,5,0.02873053,-0.8678141,0.9252751,3.500089,0,0,90.07784,0,-2.71E-06,70,0,-4.98E-07,-8.56E-05,-0.07056532
274,2.98E-05,0,0.000124725,0.000153474,400,1,99000,0.018822388,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800273,2,0,0,0,5,0.02873054,-0.8678141,0.9252751,3.500089,0,0,90.07784,0,-2.57E-06,70,0,7.40E-08,-8.44E-05,-0.07037357
275,3.96E-06,0,-4.02E-05,0.000156259,400,1,99000,0.018823499,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800205,2,0,0,0,5,0.02873054,-0.8678141,0.9252751,3.500089,0,0,90.07784,0,-2.50E-06,70,0,-4.40E-07,-8.28E-05,-0.07037357
276,7.80E-06,0,-4.16E-05,0.000149772,400,1,99000,0.018824305,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800175,2,0,0,0,5,0.02873054,-0.8678141,0.9252751,3.500089,0,0,90.07784,0,-2.44E-06,70,0,-3.67E-07,-8.19E-05,-0.07018182
277,8.00E-06,0,-6.51E-05,0.000143582,400,1,99000,0.018825096,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800066,2,0,0,0,5,0.02873058,-0.867814,0.9252751,3.500089,0,0,90.07784,0,-2.23E-06,70,0,-7.88E-08,-7.96E-05,-0.06979831
278,9.94E-06,0,-2.22E-05,0.000144162,400,1,99000,0.01882618,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570799996,2,0,0,0,5,0.02873058,-0.867814,0.9252751,3.500089,0,0,90.07784,0,-2.12E-06,70,0,4.99E-09,-7.84E-05,-0.06960656
279,6.67E-06,0,-8.98E-05,0.000136773,400,1,99000,0.018826637,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570799917,2,0,0,0,5,0.02873091,-0.8678136,0.9252755,3.500089,0,0,90.07784,0,-2.00E-06,70,0,2.19E-07,-7.73E-05,-0.0694148
280,2.71E-05,0,0.000114663,0.000131115,400,1,99000,0.018827387,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570799814,2,0,0,0,5,0.02873091,-0.8678136,0.9252755,3.500089,0,0,90.07784,0,-1.84E-06,70,0,5.68E-07,-7.62E-05,-0.06903129
281,2.31E-07,0,-0.000161292,0.00013054,400,1,99000,0.018828123,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570799562,2,0,0,0,5,0.02873091,-0.8678136,0.9252755,3.500089,0,0,90.07784,0,-1.59E-06,70,0,3.01E-07,-7.41E-05,-0.06864779
282,-2.95E-06,0,-0.000116034,0.000131187,400,1,99000,0.018828989,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570799454,2,0,0,0,5,0.02873144,-0.8678132,0.925276,3.500089,0,0,90.07784,0,-1.58E-06,70,0,-2.95E-07,-7.30E-05,-0.06845603
283,-6.77E-06,0,-7.76E-05,0.00013683,400,1,99000,0.018829556,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.57079937,2,0,0,0,5,0.02873144,-0.8678132,0.925276,3.500089,0,0,90.07784,0,-1.62E-06,70,0,-1.06E-06,-7.19E-05,-0.06845603
284,-3.22E-06,0,-7.76E-05,0.000134059,400,1,99000,0.018830253,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570799298,2,0,0,0,5,0.02873188,-0.8678127,0.9252765,3.500089,0,0,90.07784,0,-1.58E-06,70,0,-1.14E-06,-7.08E-05,-0.06826428
285,-3.12E-06,0,-7.50E-05,0.000130159,195.1247,1,99000,0.018831124,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570799153,2,0,0,0,5,0.02873188,-0.8678127,0.9252765,3.500089,0,0,90.07784,0,-1.48E-06,70,0,-1.15E-06,-6.88E-05,-0.06788077
286,0.04694627,0,-7.15E-05,-0.1487714,0,1,99000,0.018836902,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570799064,2,0,0,0,5,0.02873188,-0.8678127,0.9252765,3.500089,0,0,90.07784,0,2.34E-05,70,0,-1.18E-06,-0.0002238,-0.06768902
287,0.02237451,0,-3.22E-05,-0.05491144,0,1,99000,0.018853187,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570799085,2,0,0,0,5,0.02873245,-0.8678122,0.9252771,3.500089,0,0,90.07784,0,0.000552372,70,0,-4.89E-07,-0.000874436,-0.06749727
288,-0.01486667,0,0.000181873,-0.065731,0,1,99000,0.018873018,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.57079921,2,0,0,0,5,0.02873245,-0.8678122,0.9252771,3.500089,0,0,90.07784,0,0.00052749,70,0,-7.33E-07,-0.001338008,-0.06730551
289,-0.00987693,0,1.57E-05,-0.09741478,0,1,99000,0.018904659,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570799588,2,0,0,0,5,0.02873272,-0.8678119,0.9252773,3.500089,0,0,90.07784,0,0.00030744,70,0,-7.14E-07,-0.002651708,-0.06730551
290,-0.005421625,0,0.000273093,-0.100962,0,1,99000,0.018942751,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.57079983,2,0,0,0,5,0.02873272,-0.8678119,0.9252773,3.500089,0,0,90.07784,0,0.000245278,70,0,7.14E-08,-0.003501097,-0.06711376
291,-0.002750699,0,2.20E-05,-0.09915324,0,1,99000,0.018992293,254.4436,99000,250.1447,99000,99000,6,10000,0,0,1,1.570800051,2,0,0,0,5,0.02873272,-0.8678119,0.9252773,3.500089,0,0,90.07784,0,0.000215002,70,0,7.58E-07,-0.004253659,-0.06711376
292,-7.83E-05,0,2.98E-05,-0.09313796,0,1,99000,0.019050646,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800299,2,0,0,0,5,0.0287319,-0.8678127,0.9252765,3.500089,0,0,90.07784,0,0.000204504,70,0,9.11E-07,-0.005023718,-0.06711376
293,0.001982918,0,4.55E-05,-0.08426353,0,1,99000,0.01911658,254.4436,99000,250.1446,99000,99000,6,10000,0,0,1,1.570800546,2,0,0,0,5,0.0287319,-0.8678127,0.9252765,3.500089,0,0,90.07784,0,0.000212793,70,0,1.23E-06,-0.005732543,-0.06711376
294,0.004413668,0,5.15E-05,-0.0627553,0,1,99000,0.019188734,254.4435,99000,250.1445,99000,99000,6,10000,0,0,1,1.570801033,2,0,0,0,5,0.02873065,-0.8678139,0.9252752,3.500089,0,0,90.07784,0,0.000266479,70,0,1.25E-06,-0.006906713,-0.06730551
295,0.004946528,0,6.59E-05,-0.05167788,0,1,99000,0.019265737,254.4435,99000,250.1445,99000,99000,6,10000,0,0,1,1.570801264,2,0,0,0,5,0.02873065,-0.8678139,0.9252752,3.500089,0,0,90.07784,0,0.000303859,70,0,1.83E-06,-0.007361548,-0.06730551
296,0.00514376,0,3.87E-05,-0.04096451,0,1,99000,0.019346286,254.4435,99000,250.1445,99000,99000,6,10000,0,0,1,1.570801493,2,0,0,0,5,0.02872925,-0.8678153,0.9252738,3.500089,0,0,90.07784,0,0.000343991,70,0,2.24E-06,-0.007729136,-0.06730551
297,0.004832033,0,6.04E-06,-0.02131963,0,1,99000,0.019429171,254.4435,99000,250.1445,99000,99000,6,10000,0,0,1,1.570801949,2,0,0,0,5,0.02872925,-0.8678153,0.9252738,3.500089,0,0,90.07784,0,0.000423679,70,0,2.56E-06,-0.008218951,-0.06730551
298,0.004478313,0,-3.09E-06,-0.01256074,0,1,99000,0.019513289,254.4434,99000,250.1444,99000,99000,6,10000,0,0,1,1.570802176,2,0,0,0,5,0.02872833,-0.8678163,0.9252729,3.500089,0,0,90.07784,0,0.000460353,70,0,2.57E-06,-0.008351907,-0.06730551
299,0.004074499,0,-1.08E-05,-0.004379736,0,1,99000,0.019597631,254.4434,99000,250.1444,99000,99000,6,10000,0,0,1,1.570802403,2,0,0,0,5,0.02872833,-0.8678163,0.9252729,3.500089,0,0,90.07784,0,0.000493958,70,0,2.51E-06,-0.008417287,-0.06730551
300,0.003634544,0,-1.80E-05,0.003730666,0,1,99000,0.019664638,254.4434,99000,250.1444,99000,99000,6,10000,0,0,1,1.570802644,2,0,0,0,5,0.02872833,-0.8678163,0.9252729,3.500089,0,0,90.07784,0,0.000526064,70,0,2.39E-06,-0.008417643,-0.06730551
301,0.002881109,0,-1.01E-06,0.01706546,0,1,99000,0.019763348,254.4434,99000,250.1444,99000,99000,6,10000,0,0,1,1.57080308,2,0,0,0,5,0.02872833,-0.8678163,0.9252729,3.500089,0,0,90.07784,0,0.000575344,70,0,2.50E-06,-0.008250791,-0.06711376
